split,class,image,label_source,confidence,x_center,y_center,width,height,source
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00342_outdoor_bullet_security_camera_mounted_Image_80.jpg,model_pseudo,0.8631,0.522336,0.481583,0.842833,0.725832,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_80.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00343_outdoor_bullet_security_camera_mounted_Image_110.jpg,model_pseudo,0.9104,0.193588,0.375841,0.186735,0.252509,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_110.jpg
train,router,data\yolo_sws405\images\train\router_00344_Image_29.jpg,model_pseudo,0.4691,0.499192,0.400034,0.998385,0.800068,data\raw\routers\Image_29.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00345_office_desktop_pc_tower_and_monitor_Image_69.jpg,model_pseudo,0.9348,0.725877,0.504257,0.301455,0.289563,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_69.jpg
train,router,data\yolo_sws405\images\train\router_00346_Image_18.jpg,model_pseudo,0.8757,0.656987,0.745489,0.349694,0.230896,data\raw\routers\Image_18.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00347_computer_lab_desktop_computers_Image_37.jpg,model_pseudo,0.9728,0.374893,0.748189,0.249733,0.424077,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_37.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00348_office_desktop_pc_tower_and_monitor_Image_70.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_70.jpg
train,router,data\yolo_sws405\images\train\router_00349_home_wifi_router_with_antennas_Image_4.jpg,model_pseudo,0.9239,0.512185,0.576880,0.624303,0.628408,data\raw\routers\home_wifi_router_with_antennas_Image_4.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00350_Promethean_interactive_display_classroom_Image_31.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_31.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00351_indoor_dome_cctv_camera_Image_86.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_86.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00352_indoor_dome_cctv_camera_Image_23.jpg,model_pseudo,0.5495,0.520440,0.484603,0.615117,0.771477,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_23.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00353_Clevertouch_board_meeting_room_Image_16.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_16.webp
train,router,data\yolo_sws405\images\train\router_00354_home_wifi_router_with_antennas_Image_108.jpg,model_pseudo,0.9471,0.502322,0.466729,0.850117,0.580010,data\raw\routers\home_wifi_router_with_antennas_Image_108.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00355_indoor_dome_cctv_camera_Image_32.jpg,model_pseudo,0.4601,0.498168,0.490191,0.994178,0.980381,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_32.jpg
train,router,data\yolo_sws405\images\train\router_00356_Image_14.jpg,model_pseudo,0.9607,0.510532,0.438016,0.660326,0.691937,data\raw\routers\Image_14.jpg
train,router,data\yolo_sws405\images\train\router_00357_home_wifi_router_with_antennas_Image_61.jpg,model_pseudo,0.9606,0.504404,0.462339,0.569152,0.682330,data\raw\routers\home_wifi_router_with_antennas_Image_61.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00358_Promethean_interactive_display_classroom_Image_44.jpg,model_pseudo,0.9720,0.482936,0.446968,0.653481,0.621129,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_44.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00359_outdoor_bullet_security_camera_mounted_Image_103.jpg,model_pseudo,0.9616,0.500092,0.496509,0.961048,0.988311,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_103.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00360_BenQ_interactive_flat_panel_school_Image_62.jpg,model_pseudo,0.6116,0.676291,0.401392,0.458930,0.510135,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_62.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00361_indoor_dome_cctv_camera_Image_110.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_110.jpeg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00362_outdoor_bullet_security_camera_mounted_Image_37.jpg,model_pseudo,0.9264,0.496816,0.499449,0.918850,0.870728,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_37.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00363_office_desktop_pc_tower_and_monitor_Image_94.jpg,model_pseudo,0.7878,0.486757,0.474735,0.097288,0.145995,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_94.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00364_outdoor_bullet_security_camera_mounted_Image_109.jpg,model_pseudo,0.9770,0.504920,0.501244,0.763750,0.416768,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_109.jpg
train,router,data\yolo_sws405\images\train\router_00365_Image_42.jpg,model_pseudo,0.9068,0.501475,0.489634,0.987767,0.979268,data\raw\routers\Image_42.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00366_Clevertouch_board_meeting_room_Image_38.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_38.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00367_SMART_Technologies_board_office_Image_6.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_6.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00368_outdoor_bullet_security_camera_mounted_Image_55.jpg,model_pseudo,0.9702,0.504524,0.171635,0.954816,0.319571,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_55.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00369_office_desktop_pc_tower_and_monitor_Image_23.jpg,model_pseudo,0.9664,0.505383,0.433714,0.602172,0.670821,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_23.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00370_computer_lab_desktop_computers_Image_44.jpg,model_pseudo,0.8594,0.901575,0.529366,0.061600,0.179028,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_44.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00371_indoor_dome_cctv_camera_Image_108.jpg,model_pseudo,0.9645,0.503974,0.505417,0.651346,0.685896,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_108.jpg
train,router,data\yolo_sws405\images\train\router_00372_home_wifi_router_with_antennas_Image_59.jpg,model_pseudo,0.9574,0.518880,0.416390,0.667009,0.782496,data\raw\routers\home_wifi_router_with_antennas_Image_59.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00373_outdoor_bullet_security_camera_mounted_Image_93.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_93.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00374_SMART_Technologies_board_office_Image_1.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_1.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00375_outdoor_bullet_security_camera_mounted_Image_20.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_20.jpg
train,router,data\yolo_sws405\images\train\router_00376_home_wifi_router_with_antennas_Image_28.jpg,model_pseudo,0.9494,0.494961,0.598586,0.340084,0.351196,data\raw\routers\home_wifi_router_with_antennas_Image_28.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00377_computer_lab_desktop_computers_Image_3.jpg,model_pseudo,0.9380,0.919624,0.498306,0.160752,0.258789,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_3.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00378_Promethean_interactive_display_classroom_Image_47.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_47.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00379_office_desktop_pc_tower_and_monitor_Image_11.jpg,model_pseudo,0.9748,0.403333,0.545453,0.410923,0.632251,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_11.jpg
train,router,data\yolo_sws405\images\train\router_00380_home_wifi_router_with_antennas_Image_107.jpg,model_pseudo,0.8654,0.483163,0.468640,0.651708,0.877957,data\raw\routers\home_wifi_router_with_antennas_Image_107.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00381_office_desktop_pc_tower_and_monitor_Image_28.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_28.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00382_indoor_dome_cctv_camera_Image_3.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_3.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00383_BenQ_interactive_flat_panel_school_Image_48.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_48.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00384_indoor_dome_cctv_camera_Image_84.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_84.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00385_indoor_dome_cctv_camera_Image_58.jpg,model_pseudo,0.9570,0.513714,0.507661,0.767919,0.813679,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_58.jpg
train,router,data\yolo_sws405\images\train\router_00386_home_wifi_router_with_antennas_Image_53.jpg,model_pseudo,0.8870,0.498225,0.493173,0.996450,0.969661,data\raw\routers\home_wifi_router_with_antennas_Image_53.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00387_Promethean_interactive_display_classroom_Image_46.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_46.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00388_computer_lab_desktop_computers_Image_81.jpg,model_pseudo,0.5126,0.236602,0.361563,0.145979,0.447350,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_81.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00389_office_desktop_pc_tower_and_monitor_Image_76.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_76.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00390_SMART_Technologies_board_office_Image_2.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_2.jpg
train,router,data\yolo_sws405\images\train\router_00391_home_wifi_router_with_antennas_Image_82.jpg,model_pseudo,0.9599,0.530744,0.605337,0.469877,0.640636,data\raw\routers\home_wifi_router_with_antennas_Image_82.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00392_office_desktop_pc_tower_and_monitor_Image_77.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_77.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00393_indoor_dome_cctv_camera_Image_104.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_104.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00394_office_desktop_pc_tower_and_monitor_Image_84.jpg,model_pseudo,0.9263,0.544356,0.294567,0.157832,0.269059,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_84.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00395_indoor_dome_cctv_camera_Image_74.jpg,model_pseudo,0.9777,0.516228,0.505546,0.750854,0.786402,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_74.jpg
train,router,data\yolo_sws405\images\train\router_00396_home_wifi_router_with_antennas_Image_39.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\home_wifi_router_with_antennas_Image_39.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00397_computer_lab_desktop_computers_Image_100.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_100.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00398_Promethean_interactive_display_classroom_Image_62.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_62.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00399_computer_lab_desktop_computers_Image_103.jpg,model_pseudo,0.9199,0.257648,0.526247,0.194689,0.947506,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_103.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00400_Promethean_interactive_display_classroom_Image_37.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_37.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00401_computer_lab_desktop_computers_Image_88.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_88.jpeg
train,router,data\yolo_sws405\images\train\router_00402_home_wifi_router_with_antennas_Image_40.jpg,model_pseudo,0.9234,0.497254,0.508665,0.684045,0.912336,data\raw\routers\home_wifi_router_with_antennas_Image_40.jpg
train,router,data\yolo_sws405\images\train\router_00403_Image_73.jpg,model_pseudo,0.9217,0.461755,0.697849,0.553756,0.430263,data\raw\routers\Image_73.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00404_SMART_Technologies_board_office_Image_49.jpg,model_pseudo,0.6080,0.750957,0.492820,0.299642,0.978167,data\raw\smart_boards\SMART_Technologies_board_office_Image_49.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00405_computer_lab_desktop_computers_Image_32.jpg,model_pseudo,0.8961,0.411107,0.600927,0.150858,0.288415,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_32.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00406_outdoor_bullet_security_camera_mounted_Image_16.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_16.jpg
train,router,data\yolo_sws405\images\train\router_00407_home_wifi_router_with_antennas_Image_100.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\home_wifi_router_with_antennas_Image_100.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00408_BenQ_interactive_flat_panel_school_Image_4.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_4.png
train,router,data\yolo_sws405\images\train\router_00409_home_wifi_router_with_antennas_Image_106.jpg,model_pseudo,0.9516,0.504062,0.503919,0.391222,0.687195,data\raw\routers\home_wifi_router_with_antennas_Image_106.jpeg
train,smart_board,data\yolo_sws405\images\train\smart_board_00410_Promethean_interactive_display_classroom_Image_55.jpg,model_pseudo,0.9448,0.619779,0.505489,0.748733,0.447879,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_55.jpg
train,router,data\yolo_sws405\images\train\router_00411_home_wifi_router_with_antennas_Image_97.jpg,model_pseudo,0.9647,0.502694,0.506823,0.800130,0.833167,data\raw\routers\home_wifi_router_with_antennas_Image_97.jpg
train,router,data\yolo_sws405\images\train\router_00412_Image_88.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_88.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00413_BenQ_interactive_flat_panel_school_Image_36.jpg,model_pseudo,0.6553,0.827780,0.350284,0.339284,0.529520,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_36.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00414_outdoor_bullet_security_camera_mounted_Image_36.jpg,model_pseudo,0.9815,0.501161,0.484054,0.463604,0.369363,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_36.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00415_Clevertouch_board_meeting_room_Image_53.jpg,model_pseudo,0.8901,0.312591,0.399093,0.625182,0.748365,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_53.webp
train,smart_board,data\yolo_sws405\images\train\smart_board_00416_Clevertouch_board_meeting_room_Image_18.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_18.jpeg
train,router,data\yolo_sws405\images\train\router_00417_Image_59.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_59.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00418_office_desktop_pc_tower_and_monitor_Image_57.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_57.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00419_Clevertouch_board_meeting_room_Image_19.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_19.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00420_indoor_dome_cctv_camera_Image_34.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_34.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00421_SMART_Technologies_board_office_Image_65.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_65.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00422_Promethean_interactive_display_classroom_Image_64.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_64.png
